"Numero_Fiche";"Codes_Rome_Code";"Codes_Rome_Libelle"
"RNCP9872";"M1707";"Stratégie commerciale"
"RNCP9872";"M1705";"Marketing"
"RNCP9872";"M1302";"Direction de petite ou moyenne entreprise"
"RNCP9872";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP9873";"M1703";"Management et gestion de produit"
"RNCP9873";"M1705";"Marketing"
"RNCP9873";"M1707";"Stratégie commerciale"
"RNCP9873";"M1302";"Direction de petite ou moyenne entreprise"
"RNCP9874";"M1805";"Études et développement informatique"
"RNCP9875";"K1403";"Management de structure de santé, sociale ou pénitentiaire"
"RNCP9876";"H2804";"Pilotage de centrale à béton prêt à l''emploi, ciment, enrobés et granulats"
"RNCP9877";"I1604";"Mécanique automobile et entretien de véhicules"
"RNCP9878";"M1707";"Stratégie commerciale"
"RNCP9878";"H1502";"Management et ingénierie qualité industrielle"
"RNCP9878";"M1502";"Développement des ressources humaines"
"RNCP9878";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP9878";"M1204";"Contrôle de gestion"
"RNCP9879";"I1604";"Mécanique automobile et entretien de véhicules"
"RNCP9880";"I1604";"Mécanique automobile et entretien de véhicules"
"RNCP9881";"I1607";"Réparation de cycles, motocycles et motoculteurs de loisirs"
"RNCP9882";"M1205";"Direction administrative et financière"
"RNCP9882";"K1403";"Management de structure de santé, sociale ou pénitentiaire"
"RNCP9882";"M1604";"Assistanat de direction"
"RNCP9883";"K2402";"Recherche en sciences de l''univers, de la matière et du vivant"
"RNCP9883";"A1302";"Contrôle et diagnostic technique en agriculture"
"RNCP9886";"K2107";"Enseignement général du second degré"
"RNCP9886";"K2111";"Formation professionnelle"
"RNCP9888";"A1301";"Conseil et assistance technique en agriculture"
"RNCP9888";"A1303";"Ingénierie en agriculture et environnement naturel"
"RNCP9888";"H2502";"Management et ingénierie de production"
"RNCP9889";"K2111";"Formation professionnelle"
"RNCP9890";"N1302";"Direction de site logistique"
"RNCP9890";"H1402";"Management et ingénierie méthodes et industrialisation"
"RNCP9890";"M1102";"Direction des achats"
"RNCP9892";"G1201";"Accompagnement de voyages, d''activités culturelles ou sportives"
"RNCP9893";"M1502";"Développement des ressources humaines"
"RNCP9893";"M1503";"Management des ressources humaines"
"RNCP9894";"M1705";"Marketing"
"RNCP9894";"M1703";"Management et gestion de produit"
"RNCP9894";"E1402";"Élaboration de plan média"
"RNCP9894";"E1104";"Conception de contenus multimédias"
"RNCP9895";"M1202";"Audit et contrôle comptables et financiers"
"RNCP9895";"M1203";"Comptabilité"
"RNCP9895";"M1205";"Direction administrative et financière"
"RNCP9895";"M1206";"Management de groupe ou de service comptable"
"RNCP9896";"H1502";"Management et ingénierie qualité industrielle"
"RNCP9896";"H1501";"Direction de laboratoire d''analyse industrielle"
"RNCP9896";"H1302";"Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels"
"RNCP9897";"M1204";"Contrôle de gestion"
"RNCP9897";"M1803";"Direction des systèmes d''information"
"RNCP9898";"K2303";"Nettoyage des espaces urbains"
"RNCP9899";"K2303";"Nettoyage des espaces urbains"
"RNCP9900";"K2303";"Nettoyage des espaces urbains"
"RNCP9901";"K2303";"Nettoyage des espaces urbains"
"RNCP9902";"D1404";"Relation commerciale en vente de véhicules"
"RNCP9903";"D1404";"Relation commerciale en vente de véhicules"
"RNCP9905";"D1406";"Management en force de vente"
"RNCP9906";"G1204";"Éducation en activités sportives"
"RNCP9908";"M1503";"Management des ressources humaines"
"RNCP9909";"D1407";"Relation technico-commerciale"
"RNCP9909";"D1402";"Relation commerciale grands comptes et entreprises"
"RNCP9915";"E1106";"Journalisme et information média"
"RNCP9915";"L1505";"Image cinématographique et télévisuelle"
"RNCP9916";"H1402";"Management et ingénierie méthodes et industrialisation"
"RNCP9916";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9916";"H2502";"Management et ingénierie de production"
"RNCP9916";"H1102";"Management et ingénierie d''affaires"
"RNCP9916";"H1502";"Management et ingénierie qualité industrielle"
"RNCP9920";"K2106";"Enseignement des écoles"
"RNCP9920";"K2107";"Enseignement général du second degré"
"RNCP9920";"K2109";"Enseignement technique et professionnel"
"RNCP9920";"K2112";"Orientation scolaire et professionnelle"
"RNCP9920";"K1104";"Psychologie"
"RNCP9921";"G1201";"Accompagnement de voyages, d''activités culturelles ou sportives"
"RNCP9921";"G1202";"Animation d''activités culturelles ou ludiques"
"RNCP9921";"K1601";"Gestion de l''information et de la documentation"
"RNCP9921";"K2106";"Enseignement des écoles"
"RNCP9921";"K2104";"Éducation et surveillance au sein d''établissements d''enseignement"
"RNCP9922";"K1802";"Développement local"
"RNCP9922";"G1203";"Animation de loisirs auprès d''enfants ou d''adolescents"
"RNCP9922";"K1201";"Action sociale"
"RNCP9922";"K1206";"Intervention socioculturelle"
"RNCP9922";"M1502";"Développement des ressources humaines"
"RNCP9923";"K2108";"Enseignement supérieur"
"RNCP9923";"E1106";"Journalisme et information média"
"RNCP9924";"F1604";"Montage d''agencements"
"RNCP9924";"H2201";"Assemblage d''ouvrages en bois"
"RNCP9926";"K2108";"Enseignement supérieur"
"RNCP9926";"N1103";"Magasinage et préparation de commandes"
"RNCP9926";"K1601";"Gestion de l''information et de la documentation"
"RNCP9926";"E1106";"Journalisme et information média"
"RNCP9926";"K2401";"Recherche en sciences de l''homme et de la société"
"RNCP9927";"K1207";"Intervention socioéducative"
"RNCP9927";"K2108";"Enseignement supérieur"
"RNCP9927";"K2401";"Recherche en sciences de l''homme et de la société"
"RNCP9927";"E1103";"Communication"
"RNCP9927";"K1206";"Intervention socioculturelle"
"RNCP9928";"N2202";"Contrôle de la navigation aérienne"
"RNCP9928";"N2204";"Préparation des vols"
"RNCP9929";"G1601";"Management du personnel de cuisine"
"RNCP9930";"M1801";"Administration de systèmes d''information"
"RNCP9930";"I1401";"Maintenance informatique et bureautique"
"RNCP9930";"M1803";"Direction des systèmes d''information"
"RNCP9931";"K2108";"Enseignement supérieur"
"RNCP9931";"K2401";"Recherche en sciences de l''homme et de la société"
"RNCP9931";"E1106";"Journalisme et information média"
"RNCP9931";"K1601";"Gestion de l''information et de la documentation"
"RNCP9931";"N1103";"Magasinage et préparation de commandes"
"RNCP9932";"K2402";"Recherche en sciences de l''univers, de la matière et du vivant"
"RNCP9932";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9933";"K2402";"Recherche en sciences de l''univers, de la matière et du vivant"
"RNCP9933";"K2108";"Enseignement supérieur"
"RNCP9933";"K2107";"Enseignement général du second degré"
"RNCP9933";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9934";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9934";"H1402";"Management et ingénierie méthodes et industrialisation"
"RNCP9935";"E1103";"Communication"
"RNCP9935";"E1104";"Conception de contenus multimédias"
"RNCP9938";"A1303";"Ingénierie en agriculture et environnement naturel"
"RNCP9938";"K2402";"Recherche en sciences de l''univers, de la matière et du vivant"
"RNCP9938";"K2108";"Enseignement supérieur"
"RNCP9939";"F1105";"Études géologiques"
"RNCP9941";"H1102";"Management et ingénierie d''affaires"
"RNCP9941";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9941";"H2502";"Management et ingénierie de production"
"RNCP9941";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP9941";"M1802";"Expertise et support en systèmes d''information"
"RNCP9943";"K2108";"Enseignement supérieur"
"RNCP9943";"K2402";"Recherche en sciences de l''univers, de la matière et du vivant"
"RNCP9943";"A1404";"Aquaculture"
"RNCP9945";"K2111";"Formation professionnelle"
"RNCP9945";"K1205";"Information sociale"
"RNCP9946";"K1802";"Développement local"
"RNCP9946";"K2401";"Recherche en sciences de l''homme et de la société"
"RNCP9946";"F1106";"Ingénierie et études du BTP"
"RNCP9946";"M1403";"Études et prospectives socio-économiques"
"RNCP9946";"C1503";"Management de projet immobilier"
"RNCP9947";"K1802";"Développement local"
"RNCP9947";"K2302";"Management et inspection en environnement urbain"
"RNCP9947";"H1302";"Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels"
"RNCP9947";"A1204";"Protection du patrimoine naturel"
"RNCP9947";"A1303";"Ingénierie en agriculture et environnement naturel"
"RNCP9948";"K2402";"Recherche en sciences de l''univers, de la matière et du vivant"
"RNCP9948";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9948";"D1407";"Relation technico-commerciale"
"RNCP9948";"H1102";"Management et ingénierie d''affaires"
"RNCP9949";"C1109";"Rédaction et gestion en assurances"
"RNCP9949";"C1401";"Gestion en banque et assurance"
"RNCP9949";"K1903";"Défense et conseil juridique"
"RNCP9949";"C1102";"Conseil clientèle en assurances"
"RNCP9950";"H1302";"Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels"
"RNCP9950";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP9950";"K2305";"Salubrité et traitement de nuisibles"
"RNCP9956";"J1405";"Optique - lunetterie"
"RNCP9957";"H1302";"Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels"
"RNCP9957";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9957";"H1402";"Management et ingénierie méthodes et industrialisation"
"RNCP9957";"H1401";"Management et ingénierie gestion industrielle et logistique"
"RNCP9961";"K2402";"Recherche en sciences de l''univers, de la matière et du vivant"
"RNCP9961";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9962";"M1802";"Expertise et support en systèmes d''information"
"RNCP9962";"M1806";"Conseil et maîtrise d''ouvrage en systèmes d''information"
"RNCP9962";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9963";"K2107";"Enseignement général du second degré"
"RNCP9964";"M1802";"Expertise et support en systèmes d''information"
"RNCP9964";"M1806";"Conseil et maîtrise d''ouvrage en systèmes d''information"
"RNCP9964";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9965";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9965";"M1805";"Études et développement informatique"
"RNCP9966";"M1802";"Expertise et support en systèmes d''information"
"RNCP9966";"M1806";"Conseil et maîtrise d''ouvrage en systèmes d''information"
"RNCP9966";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9967";"K2402";"Recherche en sciences de l''univers, de la matière et du vivant"
"RNCP9967";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9967";"H1402";"Management et ingénierie méthodes et industrialisation"
"RNCP9967";"E1205";"Réalisation de contenus multimédias"
"RNCP9967";"M1805";"Études et développement informatique"
"RNCP9969";"K2107";"Enseignement général du second degré"
"RNCP9970";"M1805";"Études et développement informatique"
"RNCP9970";"K2108";"Enseignement supérieur"
"RNCP9970";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9970";"K2402";"Recherche en sciences de l''univers, de la matière et du vivant"
"RNCP9973";"K2402";"Recherche en sciences de l''univers, de la matière et du vivant"
"RNCP9973";"K2107";"Enseignement général du second degré"
"RNCP9973";"K2108";"Enseignement supérieur"
"RNCP9973";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9973";"M1806";"Conseil et maîtrise d''ouvrage en systèmes d''information"
"RNCP9974";"K1903";"Défense et conseil juridique"
"RNCP9974";"C1504";"Transaction immobilière"
"RNCP9974";"C1503";"Management de projet immobilier"
"RNCP9974";"C1501";"Gérance immobilière"
"RNCP9975";"A1204";"Protection du patrimoine naturel"
"RNCP9975";"A1303";"Ingénierie en agriculture et environnement naturel"
"RNCP9975";"H1302";"Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels"
"RNCP9975";"K2108";"Enseignement supérieur"
"RNCP9976";"H1404";"Intervention technique en méthodes et industrialisation"
"RNCP9976";"H1209";"Intervention technique en études et développement électronique"
"RNCP9976";"H2604";"Montage de produits électriques et électroniques"
"RNCP9976";"M1605";"Assistanat technique et administratif"
"RNCP9977";"M1801";"Administration de systèmes d''information"
"RNCP9977";"M1810";"Production et exploitation de systèmes d''information"
"RNCP9977";"M1805";"Études et développement informatique"
"RNCP9978";"C1105";"Études actuarielles en assurances"
"RNCP9986";"K2106";"Enseignement des écoles"
"RNCP9986";"E1103";"Communication"
"RNCP9986";"K1601";"Gestion de l''information et de la documentation"
"RNCP9987";"L1505";"Image cinématographique et télévisuelle"
"RNCP9987";"M1802";"Expertise et support en systèmes d''information"
"RNCP9987";"H1501";"Direction de laboratoire d''analyse industrielle"
"RNCP9987";"K2402";"Recherche en sciences de l''univers, de la matière et du vivant"
"RNCP9987";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9988";"K2107";"Enseignement général du second degré"
"RNCP9988";"K1601";"Gestion de l''information et de la documentation"
"RNCP9989";"M1803";"Direction des systèmes d''information"
"RNCP9990";"K2402";"Recherche en sciences de l''univers, de la matière et du vivant"
"RNCP9990";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9990";"H2502";"Management et ingénierie de production"
"RNCP9991";"H1401";"Management et ingénierie gestion industrielle et logistique"
"RNCP9991";"H1402";"Management et ingénierie méthodes et industrialisation"
"RNCP9991";"K2402";"Recherche en sciences de l''univers, de la matière et du vivant"
"RNCP9991";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP9991";"H2502";"Management et ingénierie de production"
"RNCP9993";"K2107";"Enseignement général du second degré"
"RNCP9993";"K2106";"Enseignement des écoles"
"RNCP9993";"K2111";"Formation professionnelle"
"RNCP9993";"E1106";"Journalisme et information média"
