"Numero_Fiche";"Formacode_Code";"Formacode_Libelle"
"RNCP32074";"45019";"Ameublement"
"RNCP32074";"45015";"Architecture intérieure"
"RNCP32074";"34536";"Vente équipement maison"
"RNCP32075";"45019";"Ameublement"
"RNCP32075";"34536";"Vente équipement maison"
"RNCP32076";"45019";"Ameublement"
"RNCP32076";"34536";"Vente équipement maison"
"RNCP32077";"31624";"Maintenance industrielle"
"RNCP32077";"23021";"Plasturgie"
"RNCP32078";"42024";"Soin animalier"
"RNCP32079";"42024";"Soin animalier"
"RNCP32080";"21510";"Vinification oenologie"
"RNCP32081";"34573";"Action commerciale"
"RNCP32081";"44559";"Gestion formation entreprise"
"RNCP32082";"33024";"Protection sociale"
"RNCP32083";"35052";"Accueil"
"RNCP32084";"42810";"Surveillance gardiennage"
"RNCP32085";"46098";"Reliure brochure industrielle"
"RNCP32086";"46039";"Héliogravure"
"RNCP32087";"22265";"Risque amiante"
"RNCP32089";"44527";"Médiation numérique"
"RNCP32089";"46003";"Infographie"
"RNCP32089";"34074";"Publicité"
"RNCP32090";"34074";"Publicité"
"RNCP32091";"21882";"Maroquinerie"
"RNCP32092";"21589";"Charcuterie"
"RNCP32092";"34525";"Vente produit alimentaire"
"RNCP32093";"21538";"Boulangerie"
"RNCP32094";"34506";"Vente produit mer"
"RNCP32095";"21599";"Boucherie"
"RNCP32095";"34505";"Vente produit carné"
"RNCP32096";"34513";"Vente vin spiritueux"
"RNCP32097";"34504";"Vente fruit légume"
"RNCP32098";"34516";"Vente produit laitier"
"RNCP32099";"34584";"Animation vente"
"RNCP32100";"31721";"Entreposage stockage"
"RNCP32100";"34566";"Vente distribution"
"RNCP32100";"32154";"Encadrement management"
"RNCP32101";"31743";"Expédition"
"RNCP32102";"34588";"Gestion point vente"
"RNCP32103";"34561";"Force vente"
"RNCP32103";"34566";"Vente distribution"
"RNCP32104";"34584";"Animation vente"
"RNCP32105";"34566";"Vente distribution"
"RNCP32106";"31045";"Cybersécurité"
"RNCP32106";"13235";"Droit données personnelles"
"RNCP32107";"42802";"Sécurité défense"
"RNCP32108";"12532";"Gestion ressource eau"
"RNCP32109";"34093";"Marketing digital"
"RNCP32110";"15448";"Installation sportive"
"RNCP32111";"31845";"Logistique"
"RNCP32112";"31845";"Logistique"
"RNCP32113";"31620";"Conduite installation industrielle"
"RNCP32113";"31740";"Mise en bouteille"
"RNCP32113";"21575";"Conditionnement agroalimentaire"
"RNCP32114";"21083";"Vente produit fermier"
"RNCP32115";"21001";"Agriculture biologique"
"RNCP32115";"34525";"Vente produit alimentaire"
"RNCP32116";"34504";"Vente fruit légume"
"RNCP32117";"34525";"Vente produit alimentaire"
"RNCP32118";"34525";"Vente produit alimentaire"
"RNCP32119";"34513";"Vente vin spiritueux"
"RNCP32120";"34561";"Force vente"
"RNCP32120";"34588";"Gestion point vente"
"RNCP32120";"34525";"Vente produit alimentaire"
"RNCP32121";"14297";"Criminologie"
"RNCP32121";"24273";"Architecture réseau"
"RNCP32122";"46276";"Film animation"
"RNCP32122";"46251";"Jeu vidéo"
"RNCP32123";"31067";"Développement informatique"
"RNCP32123";"31023";"Gestion données massives"
"RNCP32124";"32070";"Innovation entreprise"
"RNCP32126";"34590";"Ingénieur d'affaires"
"RNCP32130";"32135";"Conduite projet"
"RNCP32131";"41079";"Actuariat"
"RNCP32133";"46269";"Montage audiovisuel"
"RNCP32134";"46339";"Conduite projet numérique"
"RNCP32134";"34530";"E-commerce"
"RNCP32134";"34093";"Marketing digital"
"RNCP32135";"41036";"Assurance"
"RNCP32135";"41062";"Banque"
"RNCP32135";"32623";"Financement entreprise"
"RNCP32136";"31407";"Qualité hygiène sécurité environnement"
"RNCP32136";"24121";"Radioprotection"
"RNCP32137";"23546";"Résistance matériau"
"RNCP32137";"22854";"Matériau produit chimique"
"RNCP32137";"23042";"Traitement surface"
"RNCP32138";"14403";"Neuropsychologie"
"RNCP32138";"14411";"Psychogérontologie"
"RNCP32138";"14414";"Psychopathologie"
"RNCP32139";"44057";"Atelier éducatif"
"RNCP32139";"44024";"Handicap"
"RNCP32141";"34502";"Vente spécialisée"
"RNCP32141";"42032";"Esthétique soin corporel"
"RNCP32142";"15479";"Sport équestre"
"RNCP32142";"42854";"Prévention sécurité"
"RNCP32143";"15062";"Orientation professionnelle"
"RNCP32143";"14441";"Psychopédagogie"
"RNCP32143";"44530";"Sciences éducation"
"RNCP32144";"44035";"Médiation socioculturelle"
"RNCP32146";"21099";"Soin cheval"
"RNCP32146";"42022";"Médecine vétérinaire"
"RNCP32147";"42729";"Gestion restauration collective"
"RNCP32147";"42608";"Parc loisirs"
"RNCP32148";"34584";"Animation vente"
"RNCP32149";"42803";"Sécurité publique"
"RNCP32149";"42005";"Maître-chien"
"RNCP32150";"11541";"Pharmacologie"
"RNCP32150";"12058";"Biochimie"
"RNCP32150";"12039";"Biologie moléculaire"
"RNCP32150";"22885";"Cosmétique"
"RNCP32151";"45009";"Architecture paysagère"
"RNCP32151";"21027";"Horticulture"
"RNCP32151";"21050";"Maçonnerie paysagère"
"RNCP32152";"44041";"Petite enfance"
"RNCP32153";"44587";"Formation formateur spécialisé"
"RNCP32153";"42822";"Surveillance protection gardiennage"
"RNCP32155";"45015";"Architecture intérieure"
"RNCP32155";"45523";"Tapisserie ameublement"
"RNCP32157";"42752";"Cuisine"
"RNCP32158";"24231";"Réseau informatique"
"RNCP32158";"31051";"Maintenance assistance informatique"
"RNCP32160";"22418";"Bardage"
"RNCP32160";"22421";"Étanchéité"
"RNCP32160";"22254";"BTP conception organisation"
"RNCP32161";"45582";"Ébénisterie"
"RNCP32162";"42854";"Prévention sécurité"
"RNCP32163";"46373";"Bibliothèque documentation"
"RNCP32164";"44035";"Médiation socioculturelle"
"RNCP32164";"44072";"Travail social"
"RNCP32165";"46233";"Équipement audiovisuel"
"RNCP32166";"15459";"Activité physique et sportive adaptée"
"RNCP32166";"44554";"Ingénierie formation pédagogie"
"RNCP32167";"21053";"Viticulture"
"RNCP32168";"22852";"Matériau construction"
"RNCP32168";"22856";"Qualité matériau produit chimique"
"RNCP32169";"15454";"Activité physique et sportive"
"RNCP32170";"32135";"Conduite projet"
"RNCP32170";"15436";"Éducation sportive"
"RNCP32170";"15457";"Gestion sport"
"RNCP32170";"44554";"Ingénierie formation pédagogie"
"RNCP32170";"42632";"Tourisme sportif"
"RNCP32171";"31776";"Geste posture"
"RNCP32171";"15454";"Activité physique et sportive"
"RNCP32171";"42898";"Ergonomie"
"RNCP32172";"34584";"Animation vente"
"RNCP32173";"46329";"Communication numérique"
"RNCP32173";"31067";"Développement informatique"
"RNCP32174";"42806";"Sécurité secourisme montagne"
"RNCP32176";"34024";"Achat"
"RNCP32176";"31845";"Logistique"
"RNCP32179";"42797";"Gouvernante hôtel"
"RNCP32180";"33054";"Gestion ressources humaines"
"RNCP32181";"42788";"Service réception"
"RNCP32183";"24162";"Gestion énergie"
"RNCP32183";"22697";"Installation sanitaire"
"RNCP32183";"34502";"Vente spécialisée"
"RNCP32184";"45009";"Architecture paysagère"
"RNCP32185";"12083";"Taxidermie"
"RNCP32186";"42003";"Toilettage"
"RNCP32187";"21568";"Audit qualité sécurité agroalimentaire"
"RNCP32188";"34030";"Chef produit"
"RNCP32189";"42854";"Prévention sécurité"
"RNCP32190";"46278";"Photographie"
"RNCP32191";"46340";"Communication événementielle"
"RNCP32192";"46339";"Conduite projet numérique"
"RNCP32196";"46251";"Jeu vidéo"
"RNCP32198";"34093";"Marketing digital"
"RNCP32199";"32098";"Audit entreprise"
"RNCP32199";"32652";"Contrôle gestion"
"RNCP32203";"31654";"Génie industriel"
"RNCP32203";"31845";"Logistique"
"RNCP32208";"34584";"Animation vente"
"RNCP32208";"34566";"Vente distribution"
"RNCP32211";"15436";"Éducation sportive"
"RNCP32211";"15456";"Sport boules"
"RNCP32218";"34561";"Force vente"
"RNCP32218";"34052";"Marketing"
"RNCP32219";"43070";"Nutrition"
"RNCP32220";"24189";"Gaz"
"RNCP32222";"13096";"Politique culturelle"
"RNCP32223";"21783";"Modélisme habillement"
"RNCP32224";"21041";"Sylviculture"
"RNCP32226";"24128";"Biogaz"
"RNCP32227";"32054";"Gestion des organisations"
"RNCP32227";"31845";"Logistique"
"RNCP32228";"45594";"Reliure restauration livre"
"RNCP32229";"21062";"Agroressource"
"RNCP32230";"45502";"Taille pierre"
"RNCP32230";"22254";"BTP conception organisation"
"RNCP32231";"22478";"Métallerie serrurerie"
"RNCP32235";"22472";"Peinture bâtiment"
"RNCP32235";"22412";"Plâtrerie"
"RNCP32238";"22403";"Plaque plâtre"
"RNCP32239";"22437";"Couverture"
"RNCP32240";"31717";"Engin chantier"
"RNCP32240";"22054";"Travaux publics"
"RNCP32241";"22697";"Installation sanitaire"
"RNCP32243";"21089";"Maréchalerie"
"RNCP32249";"22265";"Risque amiante"
"RNCP32249";"12562";"Pollution"
"RNCP32249";"23062";"Métallurgie"
"RNCP32250";"22265";"Risque amiante"
"RNCP32250";"23062";"Métallurgie"
"RNCP32250";"12562";"Pollution"
"RNCP32251";"22265";"Risque amiante"
"RNCP32251";"23062";"Métallurgie"
"RNCP32251";"12562";"Pollution"
"RNCP32259";"34593";"Prospection vente"
"RNCP32259";"34566";"Vente distribution"
"RNCP32260";"13096";"Politique culturelle"
"RNCP32260";"32136";"Conduite projet international"
"RNCP32260";"32096";"Gestion entreprise culturelle"
"RNCP32268";"24154";"Énergie"
"RNCP32276";"46301";"Communication entreprise"
"RNCP32277";"14403";"Neuropsychologie"
"RNCP32277";"14405";"Psychologie cognitive"
"RNCP32277";"14420";"Psychologie enfant adolescent"
"RNCP32277";"14472";"Psychologie travail"
"RNCP32277";"14414";"Psychopathologie"
"RNCP32278";"14297";"Criminologie"
"RNCP32278";"13219";"Droit pénal"
"RNCP32279";"13285";"Droit civil"
"RNCP32291";"34587";"Grande distribution"
"RNCP32291";"34056";"Administration ventes"
"RNCP32297";"24099";"Électricité équipement industriel"
"RNCP32298";"22024";"Génie civil"
"RNCP32299";"24404";"Commande numérique fraisage"
"RNCP32299";"23067";"Fraisage"
"RNCP32300";"24220";"Gestion réseau informatique"
"RNCP32300";"30854";"Langages informatiques"
"RNCP32300";"71654";"Logiciel système gestion bases données"
"RNCP32301";"24424";"Mécatronique"
"RNCP32302";"31606";"Conduite projet industriel"
"RNCP32302";"31652";"Gestion production"
"RNCP32308";"21033";"Floriculture"
"RNCP32308";"34503";"Fleuriste"
"RNCP32309";"45582";"Ébénisterie"
"RNCP32310";"45582";"Ébénisterie"
"RNCP32310";"45503";"Garniture siège"
"RNCP32311";"45560";"Tournage bois"
"RNCP32312";"45096";"Sculpture bois"
"RNCP32313";"45582";"Ébénisterie"
"RNCP32314";"45523";"Tapisserie ameublement"
"RNCP32315";"45523";"Tapisserie ameublement"
"RNCP32316";"45591";"Marqueterie"
"RNCP32316";"22881";"Bois"
"RNCP32317";"21057";"Tonnellerie"
"RNCP32320";"45521";"Cannage paillage"
"RNCP32320";"45019";"Ameublement"
"RNCP32321";"45027";"Art appliqué"
"RNCP32321";"45540";"Dorure art"
"RNCP32322";"45549";"Fonderie art"
"RNCP32323";"45548";"Art bronze"
"RNCP32324";"45539";"Dinanderie ferblanterie"
"RNCP32326";"24170";"Conseil énergie"
"RNCP32326";"22211";"Performance énergétique bâtiment"
"RNCP32339";"42668";"Commercialisation produit touristique"
"RNCP32339";"42648";"Conception produit touristique"
"RNCP32340";"34076";"Gestion relation client"
"RNCP32341";"45038";"Restauration objet art"
"RNCP32341";"45540";"Dorure art"
"RNCP32341";"45514";"Encadrement art"
"RNCP32342";"42786";"Service étage"
"RNCP32342";"42757";"Service salle"
"RNCP32342";"42093";"Nettoyage locaux"
"RNCP32343";"45027";"Art appliqué"
"RNCP32343";"45591";"Marqueterie"
"RNCP32344";"45592";"Archet"
"RNCP32344";"45595";"Lutherie"
"RNCP32345";"45583";"Facture instrumentale"
"RNCP32349";"42708";"Cuisine collectivité"
"RNCP32350";"42623";"Animation tourisme"
"RNCP32351";"42611";"Guide accompagnateur"
"RNCP32351";"42654";"Tourisme"
"RNCP32352";"45509";"Joaillerie"
"RNCP32353";"45529";"BJO"
"RNCP32353";"22805";"Métal précieux"
"RNCP32354";"45509";"Joaillerie"
"RNCP32355";"45529";"BJO"
"RNCP32356";"45529";"BJO"
"RNCP32356";"45502";"Taille pierre"
"RNCP32357";"45529";"BJO"
"RNCP32360";"35007";"Secrétariat assistanat gestion PME PMI"
"RNCP32367";"32054";"Gestion des organisations"
"RNCP32369";"44067";"Animation socioculturelle"
"RNCP32372";"46267";"Postproduction"
"RNCP32373";"46278";"Photographie"
"RNCP32374";"45594";"Reliure restauration livre"
"RNCP32376";"46090";"Graphisme publicité"
"RNCP32377";"45058";"Calligraphie enluminure"
"RNCP32378";"45058";"Calligraphie enluminure"
"RNCP32379";"46029";"Sérigraphie"
"RNCP32380";"46049";"Pré-presse"
"RNCP32381";"46049";"Pré-presse"
"RNCP32382";"46027";"Impression"
"RNCP32383";"46027";"Impression"
"RNCP32385";"21893";"Sellerie bourrellerie"
"RNCP32386";"31845";"Logistique"
"RNCP32387";"31845";"Logistique"
"RNCP32388";"32150";"Coaching entreprise"
"RNCP32388";"32043";"Conseil entreprise"
"RNCP32389";"34575";"Commerce gros"
"RNCP32390";"34575";"Commerce gros"
"RNCP32391";"34575";"Commerce gros"
"RNCP32391";"34501";"Vente par téléphone"
"RNCP32394";"45531";"Dentellerie broderie artisanale"
"RNCP32395";"45531";"Dentellerie broderie artisanale"
"RNCP32396";"21869";"Cordonnerie botterie"
"RNCP32396";"21859";"Podo-orthèse"
"RNCP32397";"21882";"Maroquinerie"
"RNCP32398";"42050";"Coiffure"
"RNCP32399";"42052";"Maquillage"
"RNCP32401";"23690";"Coutellerie taillanderie"
"RNCP32403";"43486";"Optique lunetterie"
"RNCP32404";"43494";"Prothèse dentaire"
"RNCP32405";"23670";"Horlogerie"
"RNCP32406";"23660";"Armurerie"
"RNCP32407";"21752";"Accessoire mode"
"RNCP32408";"21817";"Fourrure"
"RNCP32408";"21842";"Tannerie mégisserie"
"RNCP32409";"21719";"Lingerie corseterie"
"RNCP32409";"42087";"Lingerie"
"RNCP32410";"21757";"Couture"
"RNCP32410";"21775";"Stylisme habillement"
"RNCP32411";"21757";"Couture"
"RNCP32411";"21775";"Stylisme habillement"
"RNCP32412";"45079";"Gravure art"
"RNCP32413";"45079";"Gravure art"
"RNCP32414";"45079";"Gravure art"
"RNCP32415";"45506";"Gravure pierre"
"RNCP32416";"45529";"BJO"
"RNCP32417";"45516";"Peinture tissu"
"RNCP32417";"21627";"Création textile"
"RNCP32418";"45516";"Peinture tissu"
"RNCP32418";"21627";"Création textile"
"RNCP32418";"21607";"Impression textile"
"RNCP32419";"21617";"Apprêt textile"
"RNCP32419";"21606";"Teinture textile"
"RNCP32420";"21884";"Sellerie"
"RNCP32421";"45511";"Tapisserie lice"
"RNCP32422";"45587";"Modelage céramique"
"RNCP32423";"45586";"Décoration céramique"
"RNCP32424";"45586";"Décoration céramique"
"RNCP32425";"45567";"Verrerie art"
"RNCP32426";"45579";"Vitrail"
"RNCP32427";"45579";"Vitrail"
"RNCP32428";"45579";"Vitrail"
"RNCP32429";"45597";"Céramique poterie"
"RNCP32430";"45597";"Céramique poterie"
"RNCP32432";"45567";"Verrerie art"
"RNCP32432";"22820";"Verre"
"RNCP32432";"22441";"Signalétique enseigne"
"RNCP32434";"21606";"Teinture textile"
"RNCP32435";"45038";"Restauration objet art"
"RNCP32435";"45523";"Tapisserie ameublement"
"RNCP32435";"21694";"Tapis"
"RNCP32447";"34589";"Caisse"
"RNCP32447";"34559";"Gestion rayon"
"RNCP32448";"45076";"Sculpture"
"RNCP32448";"45038";"Restauration objet art"
"RNCP32449";"45513";"Maquettisme modèle réduit"
"RNCP32450";"45027";"Art appliqué"
"RNCP32450";"45096";"Sculpture bois"
"RNCP32450";"45582";"Ébénisterie"
"RNCP32453";"21779";"Couture tailleur"
"RNCP32454";"45079";"Gravure art"
"RNCP32454";"45523";"Tapisserie ameublement"
"RNCP32454";"21754";"Habillement"
"RNCP32454";"21627";"Création textile"
"RNCP32455";"23681";"Outillage"
"RNCP32457";"45583";"Facture instrumentale"
"RNCP32458";"45595";"Lutherie"
"RNCP32459";"23054";"Travail matériau"
"RNCP32460";"45597";"Céramique poterie"
"RNCP32465";"23617";"Carrosserie"
"RNCP32466";"45540";"Dorure art"
"RNCP32466";"46069";"Dorure imprimerie"
"RNCP32477";"23637";"Mécanique automobile"
"RNCP34000";"33054";"Gestion ressources humaines"
"RNCP34000";"32154";"Encadrement management"
"RNCP34001";"42686";"Accueil tourisme"
"RNCP34001";"42679";"Billetterie"
"RNCP34001";"31867";"Transport aérien"
"RNCP34001";"31840";"Transport ferroviaire"
"RNCP34001";"31872";"Transport maritime"
"RNCP34015";"11067";"Géométrie"
"RNCP34015";"12225";"Topographie"
"RNCP34015";"24289";"Photo interprétation"
"RNCP34016";"42133";"Gestion immobilière"
"RNCP34016";"22486";"Maintenance bâtiment"
"RNCP34017";"41054";"Banque assurance"
"RNCP34017";"41062";"Banque"
"RNCP34017";"41070";"Gestion exploitation banque"
"RNCP34017";"41080";"Relation banque"
"RNCP34017";"41075";"Service bancaire"
"RNCP34018";"43443";"Ostéopathie"
"RNCP34019";"34093";"Marketing digital"
"RNCP34020";"34536";"Vente équipement maison"
"RNCP34021";"32054";"Gestion des organisations"
"RNCP34021";"35049";"Secrétariat assistanat comptabilité"
"RNCP34021";"35007";"Secrétariat assistanat gestion PME PMI"
"RNCP34022";"31034";"Administration système"
"RNCP34022";"31082";"Intégration informatique"
"RNCP34022";"31006";"Sécurité informatique"
"RNCP34022";"31008";"Système information"
"RNCP34022";"31009";"Architecture système information"
"RNCP34023";"12010";"Expérimentation animale"
"RNCP34024";"13154";"Économie"
"RNCP34024";"13054";"Science politique"
"RNCP34024";"46354";"Information - Communication numérique"
"RNCP34024";"12554";"Environnement aménagement"
"RNCP34025";"41036";"Assurance"
"RNCP34025";"41015";"Inspection assurance"
"RNCP34025";"41096";"Back office"
"RNCP34025";"41002";"Produit financier"
"RNCP34026";"31633";"Maintenance totale"
"RNCP34026";"32012";"Gestion processus"
"RNCP34026";"32062";"Recherche développement"
"RNCP34026";"32070";"Innovation entreprise"
"RNCP34026";"12576";"Éco-industrie"
"RNCP34027";"15059";"Connaissance monde actuel"
"RNCP34027";"15006";"Relation interculturelle"
"RNCP34027";"15254";"Langues"
"RNCP34027";"15231";"Traduction"
"RNCP34027";"14201";"Culture civilisation"
"RNCP34028";"34554";"Commerce"
"RNCP34028";"33052";"Administration personnel"
"RNCP34028";"33091";"GEPP"
"RNCP34028";"31845";"Logistique"
"RNCP34029";"32139";"Management situationnel"
"RNCP34029";"32142";"Management participatif"
"RNCP34029";"32145";"Management transversal"
"RNCP34030";"34561";"Force vente"
